Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_t,Anio_t_1,Anios_contrato,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Status,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
MIL,WSH,6.0,6.0,2019,9,8,1,5776,27889,76,167,5,5,1296,7056,1156,6400,34,80,36,84,4.4441197954711456,3.4225000000000003,2.108108108108108,1.85,0.0022176343595245998,0.0027021081932564663,0.04709176530482373,0.05198180636777128,0.009855432756280251,0.009247965291420256,0.09927453226422299,0.09616634178037686,12.25,17.7241,3.5,4.21,33,32,NYY,Milwaukee Brewers,Washington Nationals,7621.289999999999,29241.0,87.3,171.0,361,1024,289,1024,17,32,19,32,161,162,Gio Gonzalez,4,121,2,11,1,1,205,205,6,5,SP,SP,0.5527950310559007,0.5061728395061729,0,0,0,0,UFA,6084,21904,78,148,2000000,12000000,1709677,1999996,2000000,12000000,3717.3408999999997,1816.4643999999998,60.97,42.62,2000000,31900000,23300000,2000000,89,82,3.5343999999999998,2.25,1.88,1.5,1.6641000000000001,2.0736,1.29,1.44,0,0,1369,6400,37,80,9,100,3,10,14.508657738524219,14.3518150217482,14.508657738524219
HOU,HOU,6.3,6.3,2018,9,8,2,3136,3364,56,58,3,2,625,484,625,441,25,21,25,22,5.76,11.2225,2.4,3.35,0.001340286336762556,0.0014186359106401238,0.036609921288669224,0.03766478342749529,0.007720049299752323,0.015920641507158793,0.08786381109280614,0.12617702448210924,13.7641,10.240000000000002,3.71,3.2,31,30,CHC,Houston Astros,Houston Astros,3684.4900000000002,3481.0,60.7,59.0,3844,3969,1,0,1,0,62,63,161,162,Hector Rondon,4,25,2,5,3,2,230,230,13,12,RP,RP,0.6583850931677019,0.6358024691358025,0,225,0,15,UFA,2304,4489,48,67,4500000,4000000,4500000,4000000,4500000,4000000,870.25,2411.7921,29.5,49.11,8500000,42250000,23500000,4250000,106,103,0.6889,0.8281000000000001,0.83,0.91,1.5625,1.7424000000000002,1.25,1.32,1,1,400,400,20,20,9,4,3,2,15.319587954740548,15.319587954740548,15.319587954740548
WSH,SF,6.3,6.3,2019,9,8,1,484,1849,22,43,7,2,225,625,225,400,15,20,15,25,5.0625,3.1043083900226756,2.25,1.7619047619047619,0.0013380810120241211,0.0026531216683695377,0.036579789666209415,0.051508462104488596,0.006774035123372115,0.008236107854870516,0.0823045267489712,0.09075300466028943,30.8025,15.760900000000001,5.55,3.97,30,29,SF,Washington Nationals,San Francisco Giants,590.49,2052.0899999999997,24.3,45.3,784,2401,0,0,0,0,28,49,162,162,Hunter Strickland,1,25,1,5,1,23,225,225,6,26,RP,RP,0.5740740740740741,0.4506172839506173,4,225,2,15,UFA,324,1369,18,37,1300000,1550000,419355,1550000,1375000,1550000,0.0,1073.8729000000003,0.0,32.77,1300000,184550000,11500000,1300000,93,73,0.028900000000000006,0.18489999999999998,-0.17,-0.43,1.5129,1.9880999999999998,1.23,1.41,1,8,64,441,8,21,4,9,2,3,14.077874822431765,12.946473095555975,14.133964289082808
KC,KC,6.0,6.0,2016,9,8,5,4096,15625,64,125,5,6,576,4356,576,3844,24,62,24,66,18.439446366782004,6.890625,4.294117647058823,2.625,0.0008904415231184041,0.0013786266292124833,0.029840266807091457,0.037129861691265205,0.016419248708297494,0.009499599116917268,0.12813761628927509,0.09746588693957116,11.628100000000002,21.715600000000002,3.41,4.66,34,33,SD,Kansas City Royals,Kansas City Royals,4006.8899999999994,14328.09,63.3,119.7,3969,484,0,484,0,22,63,22,162,162,Ian Kennedy,4,81,2,9,4,4,205,205,9,9,RP,SP,0.3580246913580246,0.4938271604938271,900,0,30,0,UFA,5329,11025,73,105,16500000,16000000,16500000,16000000,16500000,16000000,2342.56,188.5129,48.4,13.73,70000000,15700000,16775000,14000000,58,80,1.9880999999999998,0.24009999999999998,1.41,0.49,1.6384,1.9043999999999996,1.28,1.38,2,2,289,1600,17,40,9,9,3,3,16.61887093887081,16.61887093887081,16.61887093887081
NYY,NYY,6.5,6.5,2019,9,8,2,25600,22500,160,150,5,2,7744,6561,7744,5184,88,72,88,81,8.16326530612245,14.321030372933485,2.857142857142857,3.784313725490196,0.001139300810665435,0.001016905222427609,0.03375353034373493,0.03188895141624461,0.009300414780942325,0.014563130576780471,0.09643865812495694,0.1206777965359845,24.1081,13.3225,4.91,3.65,36,35,NYY,New York Yankees,New York Yankees,26017.690000000002,31577.289999999997,161.3,177.7,1024,961,841,961,29,31,32,31,162,162,J.A. Happ,64,36,8,6,40,40,205,205,55,54,SP,SP,0.6358024691358025,0.6172839506172839,0,0,0,0,UFA,19600,37249,140,193,17000000,13000000,17000000,4612872,17000000,13000000,536.3856,3245.5809,23.16,56.97,34000000,124555000,14000000,17000000,103,100,1.4641,1.3923999999999999,1.21,1.18,1.6641000000000001,1.2768999999999997,1.29,1.13,27,27,2401,2601,49,51,144,289,12,17,16.64872390202049,16.64872390202049,16.64872390202049
PHI,PHI,6.4,6.4,2018,9,8,3,22201,27225,149,165,4,4,5776,8649,4900,5776,70,76,76,93,4.652056901191849,5.861495844875346,2.156862745098039,2.4210526315789473,0.0017437958428993211,0.0013448691064231431,0.04175878162613609,0.03667245705462266,0.008112237485229443,0.007882944679200475,0.09006796037009744,0.08878594865856013,21.5296,15.6816,4.64,3.96,33,32,CHC,Philadelphia Phillies,Philadelphia Phillies,18414.489999999998,29825.289999999997,135.7,172.7,576,961,576,961,24,31,24,31,162,162,Jake Arrieta,64,121,8,11,7,7,230,230,14,14,SP,SP,0.5,0.4938271604938271,0,0,0,0,UFA,12100,19044,110,138,25000000,30000000,25000000,30000000,25000000,30000000,279.2241,1051.7049,16.71,32.43,75000000,403000000,169200000,25000000,81,80,0.81,8.7616,0.9,2.96,2.1609,1.6641000000000001,1.47,1.29,2,2,2601,3249,51,57,64,100,8,10,17.034386382832476,17.034386382832476,17.034386382832476
OAK,ARI,6.4,6.4,2019,9,8,1,2304,2401,48,49,6,2,1156,1089,1024,784,32,28,34,33,4.42077580539119,4.532778355879292,2.1025641025641026,2.129032258064516,0.00504643315715608,0.004176225595100196,0.07103825136612021,0.06462372316030852,0.022309149604679484,0.01892990498673929,0.1493624772313297,0.13758599124452783,22.278399999999998,22.372900000000005,4.72,4.73,32,31,ARI,Oakland Athletics,Arizona Diamondbacks,3721.0,2840.89,61.0,53.3,5625,5041,0,0,0,0,75,71,162,162,Jake Diekman,49,4,7,2,15,1,195,195,28,6,RP,RP,0.5987654320987654,0.5061728395061729,0,4,0,2,UFA,6724,4356,82,66,2250000,2712500,786305,904146,2250000,2712500,430.97760000000005,420.25,20.76,20.5,2750000,37600000,15750000,2750000,97,82,0.0256,0.5929,0.16,0.77,2.0448999999999997,2.25,1.43,1.5,9,1,1521,961,39,31,1,1,1,1,14.626440774180603,13.575100036855485,14.626440774180603
COL,COL,6.4,6.4,2018,9,8,3,2209,3481,47,59,1,5,625,1521,400,1369,20,37,25,39,10.12396694214876,8.62890625,3.1818181818181817,2.9375,0.0008757905366706888,0.001200936974780652,0.02959375840731773,0.03465453757851419,0.008866474441500774,0.010362772567540859,0.09416195856873823,0.10179770413688542,19.009600000000002,42.1201,4.36,6.49,32,31,COL,Colorado Rockies,Colorado Rockies,1705.6899999999998,2631.6899999999996,41.3,51.3,2025,3721,0,0,0,0,45,61,161,163,Jake McGee,4,16,2,4,1,1,229,229,5,5,RP,RP,0.4347826086956521,0.558282208588957,0,1,0,1,UFA,1225,2209,35,47,8500000,7000000,8500000,7000000,8500000,7000000,0.0,0.06760000000000001,0.0,0.26,27000000,24000000,122500000,9000000,70,91,0.1521,0.6723999999999999,0.39,-0.82,1.9599999999999997,2.1315999999999997,1.4,1.46,0,0,121,256,11,16,0,4,0,2,15.955576721460545,15.955576721460545,15.955576721460545
PHI,CIN,0.0,0.0,2018,9,8,2,3249,3249,57,57,4,3,1369,289,1024,289,32,17,37,17,4.0,6.580340264650283,2.0,2.5652173913043477,0.0017703675873233817,0.0010544383392663925,0.0420757363253857,0.03247211633488634,0.007081470349293527,0.0069385630604656195,0.0841514726507714,0.08329803755470845,16.3216,3.8024999999999998,4.04,1.95,33,32,MIL,Philadelphia Phillies,Cincinnati Reds,5083.69,6193.6900000000005,71.3,78.7,5184,5184,0,0,0,0,72,72,162,162,Jared Hughes,25,9,5,3,7,10,240,240,14,15,RP,RP,0.5,0.4135802469135802,1,49,1,7,UFA,2916,3481,54,59,2125000,2125000,525550,2875000,2125000,2875000,1156.0,9347.022400000002,34.0,96.68,4500000,403000000,10250000,2250000,81,67,0.0025000000000000005,11.0889,0.05,3.33,1.3923999999999999,1.0404,1.18,1.02,2,5,729,529,27,23,25,16,5,4,14.569282360340654,13.172200612251501,14.569282360340654
PHI,NYM,6.0,6.0,2018,9,8,2,19881,10000,141,100,4,8,7056,3600,5625,3481,75,59,84,60,3.8740236835474926,7.839999999999999,1.9682539682539681,2.8,0.0021865150920857526,0.0013127494223902543,0.04676018704074816,0.036231884057971016,0.008470611251174234,0.010291955471539594,0.09203592369925036,0.10144927536231885,20.3401,33.292899999999996,4.51,5.77,36,35,KC,Philadelphia Phillies,New York Mets,22410.089999999997,8464.0,149.7,92.0,900,441,841,400,29,20,30,21,162,162,Jason Vargas,81,81,9,9,7,5,215,215,14,9,SP,SP,0.5,0.4753086419753086,0,0,0,0,UFA,15376,7056,124,84,8000000,6000000,8000000,6000000,8000000,6000000,1628.9296,154.75359999999998,40.36,12.44,16000000,403000000,89635000,8000000,81,77,2.6244000000000005,0.0961,1.62,-0.31,1.8496000000000004,1.9880999999999998,1.36,1.41,2,2,3969,900,63,30,49,36,7,6,15.89495209964411,15.89495209964411,15.89495209964411
SF,SF,0.0,0.0,2016,9,8,5,23104,2209,152,47,2,2,6084,1024,5041,961,71,31,78,32,8.16326530612245,1.3313609467455618,2.857142857142857,1.1538461538461537,0.0009018027036045054,0.004176828377273136,0.03003003003003003,0.06462838677603779,0.007361654723302085,0.00556086618276009,0.0858000858000858,0.07457121551081282,12.3904,39.0625,3.52,6.25,34,33,CHW,San Francisco Giants,San Francisco Giants,32869.69,1998.0900000000001,181.3,44.7,1024,100,1024,100,32,10,32,10,161,162,Jeff Samardzija,144,25,12,5,23,23,240,240,26,26,SP,SP,0.4782608695652174,0.4506172839506173,0,0,0,0,UFA,19600,900,140,30,18000000,18000000,19800000,19800000,19800000,19800000,3435.1321,0.0,58.61,0.0,90000000,8500000,11500000,18000000,77,73,8.468100000000002,0.43560000000000004,2.91,-0.66,1.2321000000000002,2.6569,1.11,1.63,8,8,2401,676,49,26,121,1,11,1,16.70588231586044,16.801192495664765,16.801192495664765
WSH,WSH,6.1,6.1,2019,9,8,1,2209,6084,47,78,7,5,961,1681,729,1225,27,35,31,41,2.25,10.5625,1.5,3.25,0.0032467268934505402,0.0005924250547870988,0.05698005698005698,0.024339783375927956,0.007305135510263716,0.006257489641188731,0.08547008547008547,0.07910429597176585,38.812900000000006,11.902500000000002,6.23,3.45,32,31,WSH,Washington Nationals,Washington Nationals,1521.0,8335.689999999999,39.0,91.3,81,361,64,361,8,19,9,19,162,162,Jeremy Hellickson,9,9,3,3,1,1,190,190,6,5,RP,SP,0.5740740740740741,0.5061728395061729,0,0,0,0,UFA,900,4225,30,65,1300000,2000000,1900000,2000000,1900000,2000000,0.0,4407.6321,0.0,66.39,1300000,184550000,23300000,1300000,93,82,0.1296,2.8223999999999996,-0.36,1.68,2.9583999999999997,1.1449,1.72,1.07,1,0,400,400,20,20,4,25,2,5,14.077874822431765,14.457364444136669,14.457364444136669
TEX,CHC,6.2,6.2,2019,9,8,2,6724,7056,82,84,6,7,2304,784,1764,729,42,27,48,28,10.710743801652894,29.287197231833915,3.272727272727273,5.411764705882353,0.0009821348852687886,0.00039285023982011866,0.03133903133903134,0.01982045004080681,0.010519395134779749,0.011505482456185068,0.10256410256410256,0.10726361198554274,23.522499999999997,6.5024999999999995,4.85,2.55,35,34,CHC,Texas Rangers,Chicago Cubs,6084.0,9082.09,78.0,95.3,2304,3969,81,0,9,0,48,63,162,163,Jesse Chavez,25,9,5,3,2,17,175,175,8,20,RP,RP,0.4814814814814814,0.5828220858895705,1,25,1,5,UFA,5184,8464,72,92,4000000,1000000,4000000,397824,4000000,1500000,0.0,7039.210000000001,0.0,83.9,8000000,47250000,215545000,4000000,78,95,0.5041,1.3688999999999998,0.71,1.17,1.7689000000000001,1.1236000000000002,1.33,1.06,0,3,484,289,22,17,9,25,3,5,15.201804919084164,15.201804919084164,15.201804919084164
NYM,OAK,6.3,6.3,2019,9,8,3,3844,3600,62,60,6,3,1521,676,1444,625,38,25,39,26,2.25,8.786989795918368,1.5,2.9642857142857144,0.006049382716049383,0.001867093430879439,0.07777777777777778,0.043209876543209874,0.013611111111111112,0.01640613092516385,0.11666666666666667,0.12808641975308643,32.49,9.796899999999999,5.7,3.13,29,28,OAK,New York Mets,Oakland Athletics,3600.0,5184.0,60.0,72.0,4356,4900,0,0,0,0,66,70,161,162,Jeurys Familia,4,36,2,6,5,15,240,240,9,27,RP,RP,0.5279503105590062,0.5987654320987654,0,324,0,18,UFA,3969,6889,63,83,6000000,7925000,6666666,3067776,6666666,7925000,2.0164,3946.3524,1.42,62.82,30000000,79000000,18000000,10000000,85,97,0.1936,1.2768999999999997,-0.44,1.13,2.9929,1.4884,1.73,1.22,2,9,1764,784,42,28,16,64,4,8,15.60727002719233,15.71263044285015,15.71263044285015
BOS,MIL,6.3,6.3,2018,9,8,2,13225,23409,115,153,1,5,5329,6889,4761,5625,69,75,73,83,4.820888468809073,4.827613568736362,2.1956521739130435,2.1971830985915495,0.0024481047775886974,0.0016759777520719166,0.0494783263418307,0.040938707259413024,0.011802040092713755,0.00809097293680265,0.10863719479401958,0.08994983566856946,36.1201,12.25,6.01,3.5,31,30,SD,Boston Red Sox,Milwaukee Brewers,10670.89,37133.28999999999,103.3,192.7,625,1296,576,1225,24,35,25,36,161,163,Jhoulys Chacin,144,64,12,8,14,1,215,215,24,5,SP,SP,0.515527950310559,0.588957055214724,0,0,0,0,UFA,10201,24336,101,156,555000,8000000,86536,8750000,555000,8750000,117.7225,4904.2009,10.85,70.03,15500000,68000000,103750000,7750000,83,96,0.4489000000000001,3.9204,-0.67,1.98,2.4336,1.3456,1.56,1.16,9,0,2116,5041,46,71,9,225,3,15,13.226723392728571,11.368315791310126,13.226723392728571
OAK,MIL,6.3,6.3,2019,9,8,2,2601,2809,51,53,6,5,1089,576,1089,441,33,21,33,24,15.602500000000001,21.97265625,3.95,4.6875,0.0010372341115182254,0.0008577832555280359,0.0322061191626409,0.02928793703093538,0.016183445224963115,0.018847776610723444,0.12721417069243157,0.13728720483250959,18.49,9.7344,4.3,3.12,35,34,MIL,Oakland Athletics,Milwaukee Brewers,4761.0,3684.4900000000002,69.0,60.7,5041,4356,0,0,0,0,71,66,162,163,Joakim Soria,16,16,4,4,15,1,205,205,28,5,RP/CL,RP/CL,0.5987654320987654,0.588957055214724,1,256,1,16,UFA,6241,5625,79,75,6500000,9000000,6500000,2838710,6500000,9000000,775.0656,1940.4024999999997,27.84,44.05,15000000,37600000,103750000,7500000,97,96,0.1369,1.0816000000000001,0.37,1.04,1.0609,1.2995999999999999,1.03,1.14,9,0,400,256,20,16,4,9,2,3,15.687312734865866,15.687312734865866,15.687312734865866
LAD,BOS,6.1,6.1,2019,9,8,3,2401,3249,49,57,3,3,961,1156,676,1024,26,32,31,34,7.942148760330579,4.515625,2.8181818181818183,2.125,0.00227052146794467,0.0029287627930661194,0.047649989170457006,0.05411804498562489,0.018032819261940728,0.013225194487439196,0.13428633311674248,0.1150008455944529,20.793599999999998,19.2721,4.56,4.39,31,30,BOS,Los Angeles Dodgers,Boston Red Sox,2631.6899999999996,4316.490000000001,51.3,65.7,3025,5329,0,0,0,0,55,73,161,162,Joe Kelly,16,4,4,2,25,14,174,174,33,24,RP,RP,0.6521739130434783,0.6666666666666666,1,4,1,2,UFA,3844,4624,62,68,3000000,3825000,3000000,3825000,3000000,3825000,75.3424,925.3764000000001,8.68,30.42,25000000,85000000,131000000,8333333,105,108,0.28090000000000004,0.2116,-0.53,0.46,1.9043999999999996,1.8496000000000004,1.38,1.36,6,9,484,1024,22,32,25,16,5,4,14.914122846632385,14.914122846632385,14.914122846632385
HOU,HOU,6.2,6.2,2018,9,8,2,361,1156,19,34,3,2,36,400,25,361,5,19,6,20,19.360000000000003,14.694444444444446,4.4,3.8333333333333335,0.0004938271604938272,0.0008512263778029952,0.022222222222222223,0.029175784099197664,0.009560493827160494,0.012508298718271794,0.09777777777777778,0.11184050571359105,3.24,14.0625,1.8,3.75,35,34,CLE,Houston Astros,Houston Astros,625.0,2088.4900000000002,25.0,45.7,784,3136,0,0,0,0,28,56,161,162,Joe Smith,0,1,0,1,3,2,211,211,13,12,RP,RP,0.6583850931677019,0.6358024691358025,0,0,0,0,UFA,484,2116,22,46,8000000,7000000,8000000,7000000,8000000,7000000,0.0,550.8408999999999,0.0,23.47,15000000,42250000,23500000,7500000,106,103,0.48999999999999994,0.17639999999999997,0.7,0.42,0.9216,1.0201,0.96,1.01,1,1,25,144,5,12,1,25,1,5,15.89495209964411,15.89495209964411,15.89495209964411
CHC,CHC,6.4,6.4,2015,9,8,6,42025,30276,205,174,5,7,10201,5625,7225,4489,85,67,101,75,10.068417159763312,5.420166015625,3.173076923076923,2.328125,0.0011323510263558094,0.0015316695356115953,0.033650423865916004,0.039136549868525654,0.01140098250463643,0.008301903164090097,0.10677538342069501,0.0911147801626613,19.8916,11.0224,4.46,3.32,35,34,OAK,Chicago Cubs,Chicago Cubs,29480.889999999996,33014.89,171.7,181.7,1024,1156,961,1024,31,32,32,34,162,163,Jon Lester,100,36,10,6,17,17,240,240,20,20,SP,SP,0.5185185185185185,0.5828220858895705,0,0,0,0,UFA,27225,22201,165,149,22500000,22500000,27500000,27500000,27500000,27500000,370.9476000000001,1894.8609000000001,19.26,43.53,155000000,49325000,215545000,25833333,84,95,1.5876000000000001,11.4921,1.26,3.39,2.25,1.7161000000000002,1.5,1.31,3,3,2704,4096,52,64,169,324,13,18,16.929025867174648,17.1296965626368,17.1296965626368
MIL,MIL,6.5,6.5,2019,9,8,1,17161,6889,131,83,5,5,5184,1764,4225,1600,65,40,72,42,7.046611570247935,9.0,2.6545454545454548,3.0,0.0018784607923316573,0.001258438096298412,0.04334121355397951,0.03547447105029773,0.013236783553501358,0.011325942866685704,0.11505122143420016,0.10642341315089318,17.222500000000004,16.892100000000003,4.15,4.11,28,27,MIL,Milwaukee Brewers,Milwaukee Brewers,19881.0,7691.290000000001,141.0,87.7,784,1369,784,81,28,9,28,37,161,163,Jordan Lyles,64,16,8,4,1,1,230,230,6,5,SP,SP,0.5527950310559007,0.588957055214724,0,0,0,0,UFA,21316,7056,146,84,2050000,750000,694386,229824,2050000,750000,2514.0196,812.25,50.14,28.5,2050000,31900000,103750000,2050000,89,96,0.0121,0.04000000000000001,0.11,0.2,1.7424000000000002,1.6129,1.32,1.27,0,0,3025,784,55,28,144,9,12,3,14.53335035111459,13.450783280834713,14.53335035111459
DET,DET,6.2,6.2,2016,9,8,5,21025,19600,145,140,4,3,7921,5776,7396,4356,86,66,89,76,10.758399999999998,18.226331360946745,3.28,4.269230769230769,0.0006151187326782564,0.00048409681452193617,0.0248015873015873,0.022002200220022,0.006617693373645755,0.008823308952255585,0.08134920634920635,0.09393247017009393,47.7481,20.430399999999995,6.91,4.52,33,32,WSH,Detroit Tigers,Detroit Tigers,12544.0,17239.690000000002,112.0,131.3,529,625,529,625,23,25,23,25,161,162,Jordan Zimmermann,169,64,13,8,11,11,225,225,16,16,SP,SP,0.2919254658385093,0.3950617283950617,0,0,0,0,UFA,6724,12321,82,111,25000000,24000000,25000000,24000000,25000000,24000000,1.44,69.5556,1.2,8.34,110000000,15500000,11750000,22000000,47,64,0.11560000000000002,0.3844,-0.34,0.62,2.3104,1.5876000000000001,1.52,1.26,4,4,625,676,25,26,1,49,1,7,17.034386382832476,17.034386382832476,17.034386382832476
PHI,SEA,0.0,0.0,2018,9,8,2,3249,2809,57,53,4,3,729,900,625,784,25,28,27,30,4.591836734693877,112.36,2.142857142857143,10.6,0.002433499655585304,0.0001749671061840374,0.04933051444679352,0.013227513227513227,0.011174233112381499,0.01965930405083844,0.10570824524312897,0.1402116402116402,22.5625,36.0,4.75,6.0,32,31,STL,Philadelphia Phillies,Seattle Mariners,2237.2899999999995,1764.0,47.3,42.0,2209,2116,0,0,0,0,47,46,162,162,Juan Nicasio,9,36,3,6,7,0,252,252,14,4,RP,RP,0.5,0.5493827160493827,1,1,1,1,UFA,2025,2809,45,53,9000000,7500000,9250000,7750000,9250000,7750000,0.0,0.0,0.0,0.0,17000000,403000000,17750000,8500000,81,89,0.004900000000000001,1.2100000000000002,-0.07,-1.1,2.7224999999999997,1.9043999999999996,1.65,1.38,2,0,441,25,21,5,4,1,2,1,16.012735135300492,16.04013410948861,16.04013410948861
NYM,CHC,6.2,6.2,2019,9,8,2,1089,2025,33,45,6,7,144,484,121,441,11,21,12,22,5.362880886426593,4.37190082644628,2.3157894736842106,2.090909090909091,0.0029301710213391124,0.00449332889199337,0.05413105413105413,0.06703229737964655,0.015714158164300617,0.019644388296400764,0.12535612535612536,0.1401584399756246,6.4516,11.9716,2.54,3.46,31,30,CHC,New York Mets,Chicago Cubs,1521.0,2992.09,39.0,54.7,2025,5041,0,0,0,0,45,71,161,163,Justin Wilson,4,25,2,5,5,17,205,205,9,20,RP,RP,0.5279503105590062,0.5828220858895705,16,0,4,0,UFA,1936,4761,44,69,5000000,4250000,5000000,4250000,5000000,4250000,0.0,735.4944,0.0,27.12,10000000,79000000,215545000,5000000,85,95,1.5625,0.5476,1.25,0.74,1.7689000000000001,2.0448999999999997,1.33,1.43,2,3,361,1089,19,33,16,16,4,4,15.424948470398375,15.424948470398375,15.424948470398375
CHW,WSH,0.0,0.0,2019,9,8,2,3600,1849,60,43,3,5,1296,144,1225,144,35,12,36,12,5.310018903591683,14.44,2.3043478260869565,3.8,0.002481623670542832,0.0006290823908578223,0.049815897769114145,0.02508151492350138,0.013177468602183013,0.009083949723986956,0.11479315572882824,0.09530975670930525,37.6996,5.9536,6.14,2.44,29,28,WSH,Chicago White Sox,Washington Nationals,2631.6899999999996,1962.4899999999998,51.3,44.3,3249,2304,0,0,0,0,57,48,161,162,Kelvin Herrera,9,9,3,3,6,1,200,200,9,5,RP,RP,0.4472049689440994,0.5061728395061729,1,289,1,17,UFA,2809,1444,53,38,8500000,7937500,8500000,4480875,8500000,7937500,4.4521,0.0,2.11,0.0,18000000,24500000,23300000,9000000,72,82,0.1521,2.0736,-0.39,1.44,2.6244000000000005,1.44,1.62,1.2,3,0,529,100,23,10,9,4,3,2,15.955576721460545,15.955576721460545,15.955576721460545
LAD,LAD,6.5,6.5,2017,9,8,5,2601,2916,51,54,3,2,784,784,676,576,26,24,28,28,25.0,23.266435986159166,5.0,4.823529411764706,0.0007962947410331302,0.0006940240375825781,0.02821869488536155,0.026344335967766926,0.019907368525828254,0.016147465843270783,0.14109347442680775,0.1270726793739346,13.7641,9.060099999999998,3.71,3.01,31,30,LAD,Los Angeles Dodgers,Los Angeles Dodgers,3969.0,5140.89,63.0,71.7,3844,4761,0,0,0,0,62,69,161,163,Kenley Jansen,9,25,3,5,25,25,265,265,33,32,RP/CL,RP/CL,0.6521739130434783,0.5644171779141104,1156,1444,34,38,UFA,6400,6724,80,82,18000000,10000000,19333334,11333333,19333334,11333333,691.69,385.33689999999996,26.3,19.63,80000000,85000000,4000000,16000000,105,92,0.028900000000000006,0.30250000000000005,0.17,0.55,1.1236000000000002,0.9801,1.06,0.99,6,6,256,289,16,17,25,1,5,1,16.70588231586044,16.77734131432534,16.77734131432534
